Symbol,Name,Sector,Industry
CGRN,Capstone Green Energy Corporation,,
CHAA,Catcha Investment Corp. Class A Ordinary Shares,Finance,Business Services
CHAQ,Chardan Healthcare Acquisition 2 Corp.,,
CHCI,Comstock Holding Companies Inc. Class A,Consumer Services,Building operators
CHCO,City Holding Company,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated,Consumer Services,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc.,Consumer Non-Durables,Package Goods/Cosmetics
CHDN,Churchill Downs Incorporated,Consumer Services,Services-Misc. Amusement & Recreation
CHE,Chemed Corp,Health Care,Medical/Nursing Services
CHEF,The Chefs' Warehouse Inc.,Consumer Non-Durables,Food Distributors
CHEK,Check-Cap Ltd. Ordinary Share,Health Care,Medical Electronics
CHEKZ,Check-Cap Ltd. Series C Warrant,,
CHFW,Consonance-HFW Acquisition Corp. Class A Ordinary Shares,,
CHGG,Chegg Inc.,Miscellaneous,Service to the Health Industry
CHH,Choice Hotels International Inc.,Consumer Services,Hotels/Resorts
CHI,Calamos Convertible Opportunities and Income Fund,Finance,Investment Managers
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production
CHKEL,Chesapeake Energy Corporation Class C Warrants,Energy,Oil & Gas Production
CHKEW,Chesapeake Energy Corporation Class A Warrants,Energy,Oil & Gas Production
CHKEZ,Chesapeake Energy Corporation Class B Warrants,Energy,Oil & Gas Production
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
CHMA,Chiasma Inc.,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,Finance,Major Banks
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CHN,China Fund Inc. (The),,
CHNG,Change Healthcare Inc.,Health Care,Managed Health Care
CHNGU,Change Healthcare Inc. Tangible Equity Units,Health Care,Managed Health Care
CHNR,China Natural Resources Inc.,Basic Industries,Precious Metals
CHPM,CHP Merger Corp. Class A,,
CHPMU,CHP Merger Corp. Unit,,
CHPMW,CHP Merger Corp. Warrant,Finance,Business Services
CHPT,ChargePoint Holdings Inc.,,
CHRA,Charah Solutions Inc.,Public Utilities,Medical Specialities
CHRS,Coherus BioSciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc.,Transportation,Oil Refining/Marketing
CHS,Chico's FAS Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Consumer Non-Durables,Tobacco
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Consumer Non-Durables,Tobacco
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Consumer Non-Durables,Tobacco
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Consumer Non-Durables,Tobacco
CHSCP,CHS Inc. 8% Cumulative Redeemable Preferred Stock,Consumer Non-Durables,Tobacco
CHT,Chunghwa Telecom Co. Ltd.,Public Utilities,Telecommunications Equipment
CHTR,Charter Communications Inc. Class A New,Consumer Services,Television Services
CHUY,Chuy's Holdings Inc.,Consumer Services,Restaurants
CHW,Calamos Global Dynamic Income Fund,Finance,Investment Managers
CHWY,Chewy Inc. Class A,Consumer Services,Catalog/Specialty Distribution
CHX,ChampionX Corporation ,Capital Goods,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund,Finance,Investment Managers
CI,Cigna Corporation,Health Care,Medical Specialities
CIA,Citizens Inc. Class A ($1.00 Par),Finance,Life Insurance
CIB,BanColombia S.A.,Finance,Commercial Banks
CIDM,Cinedigm Corp. Class A,Consumer Services,Movies/Entertainment
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund,,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Public Utilities,Electric Utilities: Central
CIGI,Colliers International Group Inc. Subordinate Voting Shares,,
CIH,China Index Holdings Limited American Depository Shares,Technology,EDP Services
CII,Blackrock Capital and Income Fund Inc.,,
CIK,Credit Suisse Asset Management Income Fund Inc.,,
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,Basic Industries,Specialty Chemicals
CIO,City Office REIT Inc.,Consumer Services,Real Estate Investment Trusts
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,
CIR,CIRCOR International Inc.,Capital Goods,Fluid Controls
CIT,CIT Group Inc (DEL),Finance,Major Banks
CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B,,
CIVB,Civista Bancshares Inc.,Finance,Major Banks
CIX,CompX International Inc.,Miscellaneous,Diversified Manufacture
CIXX,CI Financial Corp. Common Shares,,
CIZN,Citizens Holding Company,Finance,Major Banks
CJJD,China Jo-Jo Drugstores Inc.,Health Care,Other Pharmaceuticals
CKPT,Checkpoint Therapeutics Inc.,Health Care,Major Pharmaceuticals
CKX,CKX Lands Inc.,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics
CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares,,
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys
CLAS,Class Acceleration Corp. Class A,,
CLB,Core Laboratories N.V.,Energy,Oilfield Services/Equipment
CLBK,Columbia Financial Inc.,Finance,Commercial Banks
CLBS,Caladrius Biosciences Inc.,Health Care,Managed Health Care
CLDB,Cortland Bancorp,Finance,Savings Institutions
CLDR,Cloudera Inc.,Technology,Computer Software: Prepackaged Software
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Limited Ordinary Shares,Consumer Services,Other Consumer Services
CLF,Cleveland-Cliffs Inc.,,
CLFD,Clearfield Inc.,Public Utilities,Telecommunications Equipment
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,,
CLH,Clean Harbors Inc.,,
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A,,
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A,,
CLIR,ClearSign Technologies Corporation,Technology,Industrial Machinery/Components
CLLS,Cellectis S.A. American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLM,Cornerstone Strategic Value Fund Inc. New,,
CLMT,Calumet Specialty Products Partners L.P. Common Units,Energy,Oil & Gas Production
CLNC,Colony Credit Real Estate Inc. Class A,Consumer Services,Real Estate Investment Trusts
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution
CLNN,Clene Inc.,Consumer Durables,Specialty Chemicals
CLNNW,Clene Inc. Warrant,Consumer Durables,Specialty Chemicals
CLNY,Colony Capital Inc.,Consumer Services,Real Estate Investment Trusts
CLNY^G,Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock,,
CLNY^H,Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock,,
CLNY^I,Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock,,
CLNY^J,Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock,,
CLOV,Clover Health Investments Corp. Class A,Health Care,Medical Specialities
CLOVW,Clover Health Investments Corp. Warrants,Health Care,Medical Specialities
CLPR,Clipper Realty Inc.,Consumer Services,Real Estate Investment Trusts
CLPS,CLPS Incorporation,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc.,Health Care,Medical/Dental Instruments
CLR,Continental Resources Inc.,Energy,Oil & Gas Production
CLRB,Cellectar Biosciences Inc. ,Health Care,Major Pharmaceuticals
CLRM,Clarim Acquisition Corp. Class A,,
CLRMU,Clarim Acquisition Corp. Unit,,
CLRO,ClearOne Inc. (DE),Technology,Radio And Television Broadcasting And Communications Equipment
CLS,Celestica Inc.,,
CLSD,Clearside Biomedical Inc.,Health Care,Major Pharmaceuticals
CLSK,CleanSpark Inc.,Technology,Computer Software: Prepackaged Software
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals
CLVR,Clever Leaves Holdings Inc. Common Shares,,
CLVRW,Clever Leaves Holdings Inc. Warrant,,
CLVS,Clovis Oncology Inc.,Health Care,Major Pharmaceuticals
CLVT,Clarivate Plc Ordinary Shares,Consumer Services,Movies/Entertainment
CLW,Clearwater Paper Corporation,Basic Industries,Paper
CLWT,Euro Tech Holdings Company Limited,Capital Goods,Industrial Machinery/Components
CLX,Clorox Company (The),Consumer Durables,Specialty Chemicals
CLXT,Calyxt Inc.,Consumer Non-Durables,Food Distributors
CM,Canadian Imperial Bank of Commerce,,
CMA,Comerica Incorporated,Finance,Major Banks
CMBM,Cambium Networks Corporation Ordinary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Industries,Precious Metals
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,Technology,Computer Software: Prepackaged Software
CMCO,Columbus McKinnon Corporation,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A,Consumer Services,Television Services
CMCT,CIM Commercial Trust Corporation Common stock,Consumer Services,Real Estate Investment Trusts
CME,CME Group Inc. Class A,,
CMG,Chipotle Mexican Grill Inc.,Consumer Services,Restaurants
CMI,Cummins Inc.,Capital Goods,Construction/Ag Equipment/Trucks
CMII,CM Life Sciences II Inc. Class A,,
CMIIU,CM Life Sciences II Inc. Unit,,
CMIIW,CM Life Sciences II Inc. Warrant,,
CMLF,CM Life Sciences Inc. Class A,,
CMLFU,CM Life Sciences Inc. Unit,,
CMLFW,CM Life Sciences Inc. Warrant,Finance,Business Services
CMLS,Cumulus Media Inc. Class A,Consumer Services,Broadcasting
CMLT,CM Life Sciences III Inc. Class A,,
CMLTU,CM Life Sciences III Inc. Unit,,
CMLTW,CM Life Sciences III Inc. Warrant,Finance,Business Services
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Health Care,Major Pharmaceuticals
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts
CMO^E,Capstead Mortgage Corporation Pfd Ser E,,
CMP,Compass Minerals Intl Inc,Basic Industries,Precious Metals
CMPI,Checkmate Pharmaceuticals Inc.,Consumer Durables,Specialty Chemicals
CMPR,Cimpress plc Ordinary Shares (Ireland),Consumer Services,Recreational Products/Toys
CMPS,COMPASS Pathways Plc American Depository Shares,Health Care,Major Pharmaceuticals
CMRE,Costamare Inc. $0.0001 par value,Transportation,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,,
CMRX,Chimerix Inc.,Health Care,Major Pharmaceuticals
CMS,CMS Energy Corporation,Public Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,,
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,,
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,,
CMT,Core Molding Technologies Inc,Consumer Durables,Electronic Components
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CMU,MFS Municipal Income Trust,,
CNA,CNA Financial Corporation,Finance,Property-Casualty Insurers
CNBKA,Century Bancorp Inc. Class A,Finance,Major Banks
CNC,Centene Corporation,Health Care,Medical Specialities
CNCE,Concert Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CND,Concord Acquisition Corp. Class A,,
CNDT,Conduent Incorporated ,Technology,Retail: Computer Software & Peripheral Equipment
CNET,ZW Data Action Technologies Inc.,Technology,Advertising
CNEY,CN Energy Group Inc. Ordinary Shares,Basic Industries,Major Chemicals
CNF,CNFinance Holdings Limited American Depositary Shares each representing twenty (20) Ordinary Shares,Finance,Finance: Consumer Services
CNFR,Conifer Holdings Inc.,Finance,Property-Casualty Insurers
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,,
CNHI,CNH Industrial N.V. Common Shares,Capital Goods,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company,,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc.,Consumer Services,Movies/Entertainment
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNB,Cincinnati Bancorp Inc.,Finance,Commercial Banks
CNNE,Cannae Holdings Inc.,Consumer Services,Catalog/Specialty Distribution
CNO,CNO Financial Group Inc.,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,,
CNOB,ConnectOne Bancorp Inc.,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co),Public Utilities,Power Generation
CNP^B,CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock,,
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production
CNR,Cornerstone Building Brands Inc.,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc,Finance,Investment Managers
CNSL,Consolidated Communications Holdings Inc.,Public Utilities,Telecommunications Equipment
CNSP,CNS Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CNST,Constellation Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,,
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,Health Care,Major Pharmaceuticals
CNTG,Centogene N.V. Common Shares,Health Care,Medical Specialities
CNTY,Century Casinos Inc.,Consumer Services,Hotels/Resorts
CNX,CNX Resources Corporation,Energy,Oil & Gas Production
CNXC,Concentrix Corporation,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc.,Technology,Retail: Computer Software & Peripheral Equipment
CO,Global Cord Blood Corporation,Health Care,Managed Health Care
COCP,Cocrystal Pharma Inc.,Health Care,Major Pharmaceuticals
CODA,Coda Octopus Group Inc. Common stock,Capital Goods,Industrial Machinery/Components
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,,
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,,
CODX,Co-Diagnostics Inc.,Health Care,Medical/Dental Instruments
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,Miscellaneous,Service to the Health Industry
COF,Capital One Financial Corporation,Finance,Major Banks
COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G,,
COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H,,
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,,
COFS,ChoiceOne Financial Services Inc.,Finance,Major Banks
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production
COGT,Cogent Biosciences Inc.,Health Care,Major Pharmaceuticals
COHN,Cohen & Company Inc.,Finance,Investment Managers
COHR,Coherent Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,Cohu Inc.,Capital Goods,Electrical Products
COIN,Coinbase Global Inc. Class A,Technology,EDP Services
COKE,Coca-Cola Consolidated Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc.,Finance,Major Banks
